residence	user_id	imei	company	ssn	registration	birthdate	current_location	name	mail	job	username
"42005 Mathews Shores
South Glenn, NE 58624"	1490	8630330696303481545	Fuller Inc	528-55-3923	20 Apr 2024		(Decimal('-22.459988'), Decimal('-24.793159'))	Cristian Edwards	michaelmckinney@hotmail.com	Scientist, clinical (histocompatibility and immunogenetics)	jesus10
	1814	863033069630348081	Walter Group	338-70-2738	2020-03-26		(Decimal('-48.0054715'), Decimal('-17.984659'))	Chelsea Oliver	pamelamyers@yahoo.com	Ambulance person	amonroe
	1473	3590433799317661891	Williamson-Brown	842-63-2879	2019-01-28	1968-02-07	(Decimal('11.918290'), Decimal('140.652029'))	Christine Frazier	juliegeorge@gmail.com	Banker	matthew17
"41826 Contreras Overpass Apt. 671
West Ann, AZ 42371"	1948	863033069630348065	Collier, Sims and Dunlap	307-47-0435	05/23/2019, 00:00:00		(Decimal('-80.380857'), Decimal('-28.556761'))	Melanie Scott	corycarpenter@yahoo.com		alisondavis
	2156	359043379931766486	Sexton, Massey and Golden	832-11-3898	2024/06/30	1981-04-11	(Decimal('79.159039'), Decimal('-64.018102'))	Suzanne Miller	delgadojorge@yahoo.com		deborah02
"889 Gabrielle Brook
Robbinsburgh, IA 30530"	343	359043379931766809	Hill, Trevino and Short	242-30-9197	2019/11/01	1936-07-29	(Decimal('7.136055'), Decimal('37.544775'))	Jody Johnson	daniel44@yahoo.com		wesleyramos
	2197	863033069630348784	Robinson, Howard and Andrade	823-68-3493	2022/09/20		(Decimal('84.928549'), Decimal('-89.415250'))	Meagan Bautista	sextoncheryl@yahoo.com		sbryant
	2539	863033069630348370	Watkins, Nguyen and James	564-21-5959	10 Feb 2020		(Decimal('63.355138'), Decimal('-163.480069'))	Chad Brooks	kjones@hotmail.com	Cabin crew	aaronjames
	2333	8630330696303482485	Davis-Brewer	613-57-7216	2024/08/26	1953-05-09	(Decimal('60.390164'), Decimal('63.994674'))	Thomas Turner	bridget68@gmail.com	Television production assistant	chill
	2121	8630330696303481628	Martinez-Price	872-19-1288	08 Dec 2022	1929-10-10	(Decimal('7.209021'), Decimal('4.154635'))	Mary Campbell MD	leryan@yahoo.com		tamara19
"3120 Haley Stream
Lake Abigail, TN 97278"	23	359043379931766221	Lam, Harris and Monroe	727-83-1859	05/08/2021, 00:00:00	1916-03-30	(Decimal('-50.470477'), Decimal('97.938308'))	Tina Martinez	smithjames@gmail.com		matthewpeterson
	669	359043379931766189	Lamb, Kim and Gallegos	524-79-8955	11/02/2019, 00:00:00	1997-02-08	(Decimal('83.943929'), Decimal('-0.716163'))	Mary Bishop	sandraoconnor@yahoo.com	Engineer, maintenance (IT)	ievans
"370 Michael Landing
Stephaniehaven, HI 21494"	2378	3590433799317661578	Rice-Bass	647-58-8963	2022-04-13		(Decimal('-43.9172665'), Decimal('144.845343'))	Ashley Hall	brendajones@gmail.com		rodneywilliams
"7310 Nicholas Park Apt. 679
Christinemouth, MT 07225"	425	863033069630348305	Chapman and Sons	476-03-2467	2022-01-01	1920-03-22	(Decimal('-44.536723'), Decimal('173.394892'))	Noah Ruiz	crystal53@gmail.com		pphillips
	970	863033069630348313	Mendez, Wang and Williams	456-58-3299	2019/06/19		(Decimal('9.6296365'), Decimal('52.250824'))	David Silva	brittanysmith@hotmail.com		millerallen
"PSC 7552, Box 0623
APO AE 26563"	2399	3590433799317661057	Martinez Ltd	180-72-5752	09/19/2020, 00:00:00	1999-11-08	(Decimal('-2.547360'), Decimal('-126.456425'))	Donna Carlson	xcaldwell@yahoo.com		josephjohnson
"972 Holly Springs
Finleyland, OR 39123"	216	863033069630348974	Brown LLC	553-82-0030	2024-08-16	1983-06-29		Mr. Michael Luna	curtis22@yahoo.com	Designer, television/film set	shannon32
	1084	3590433799317661313	Coleman LLC	780-07-0976	2023-05-06	1937-05-11	(Decimal('-23.410088'), Decimal('-16.473929'))	David Mata	lmason@hotmail.com	Accountant, chartered management	deancaitlin
"77716 Charles Lodge Apt. 153
East Alyssaburgh, UT 87353"	747	3590433799317661818	Potts, Crawford and Jefferson	892-51-1944	2020-06-01	1931-07-04	(Decimal('-52.7309055'), Decimal('-160.439244'))	Brenda Brown	jhubbard@yahoo.com		dianebowen
	2386	3590433799317662451	Johnson Ltd	116-01-2752	2024-04-24		(Decimal('-62.4888315'), Decimal('159.174748'))	Taylor Lee	phillipscraig@gmail.com	Medical technical officer	pmiller
	1813	3590433799317662105	Peterson, Kramer and Green	004-54-5218	2024/02/05	1909-07-06	(Decimal('54.015294'), Decimal('59.056422'))	Ashley Hayes	crystalharrison@yahoo.com		justincohen
	808	3590433799317661487	Shelton, Robertson and Nunez	122-13-7641	11/29/2017, 00:00:00	1956-12-26	(Decimal('-43.2349305'), Decimal('64.403933'))	Troy Fox	martinezgreg@gmail.com		mahoneyheather
"936 Harris Lock
New Crystal, WI 29978"	971	8630330696303481479	Kemp, Pennington and Salinas	449-58-3639	2018/04/27	1938-03-06	(Decimal('38.009143'), Decimal('40.330953'))	Julie Smith MD	chanlisa@gmail.com		jessicapatel
"33220 Reyes Brook Apt. 172
Figueroabury, KY 47337"	2528	8630330696303481602	Preston and Sons	039-93-2763	30 Jun 2018	1921-02-19	(Decimal('65.596209'), Decimal('-153.690462'))	Tyler Patterson	madison40@hotmail.com		millernicole
	1239	863033069630348032	Humphrey and Sons	823-89-5368	2021/01/12	1975-07-23	(Decimal('34.5810855'), Decimal('95.441510'))	Ashley Miller	coxchristina@gmail.com		fabbott
"95462 Destiny Keys Suite 903
Port Karen, LA 51801"	2020	3590433799317661628	May, Douglas and Craig	772-50-8619	2022-06-07	1980-07-31	(Decimal('-52.9238385'), Decimal('-4.216911'))	David Hays	morrowamanda@yahoo.com		amylee
	906	8630330696303481602	Avila-Henderson	760-57-3378	21 Jun 2022	2006-07-12	(Decimal('52.601985'), Decimal('-125.596429'))	Briana Nguyen	beardsusan@hotmail.com		christopher39
"8223 Johnson Canyon Suite 736
North Cathy, MA 83613"	133	359043379931766866	Johnson, Harris and Bryan	289-44-8253	2023-02-12	1940-01-10	(Decimal('-23.798320'), Decimal('-27.278327'))	Lisa Roberts	phelpsjeremiah@hotmail.com		powelljohn
	206	863033069630348974	Richmond LLC	017-39-3891	22 Jun 2022	1935-06-24	(Decimal('-48.280685'), Decimal('143.687407'))	Amanda Rodgers	bjohnson@gmail.com	Chief of Staff	vhodge
"471 Carla Isle Apt. 503
Christopherview, WA 01594"	1452	8630330696303481016	Allison, Davis and Rhodes	211-44-9161	2020-10-02		(Decimal('-77.533996'), Decimal('86.492225'))	Tammy Beltran MD	deborahharrell@hotmail.com		jesus36
"796 Francisco Stream Suite 607
Weststad, ID 73982"	2351	863033069630348446	Wheeler, Brooks and Thompson	239-03-1387	2019-04-01		(Decimal('-77.0550175'), Decimal('-172.724593'))	Haley Chan	lvargas@yahoo.com		theresa00
	1641	3590433799317662212	Bond-James	723-81-4449	02/18/2018, 00:00:00	2024-09-01	(Decimal('37.8724145'), Decimal('-4.557728'))	Michael Reed	olsonkarina@gmail.com		connie33
	216	3590433799317661354	Martin, Hartman and Smith	377-92-8458	08 Oct 2017	2005-04-25	(Decimal('-88.2575545'), Decimal('-101.318000'))	Dominique Martinez	qlewis@gmail.com		aayala
"1103 Diana Plains
Port Lukeview, KS 11034"	1429	359043379931766429	Ruiz and Sons	479-28-2700	2018/08/23	1966-03-06		Eduardo Jones	mcknightamber@gmail.com		alicia46
"226 Whitney Dale
North Madelineside, FL 15534"	449	8630330696303482063	Schneider Group	350-06-6488	05/04/2018, 00:00:00		(Decimal('53.641628'), Decimal('58.617522'))	Jeremy Bentley	deanrhonda@hotmail.com		peggynewton
"926 Burke Field
Port Jaredstad, MO 40390"	1987	3590433799317661586	Andrews PLC	697-94-4520	11 Jul 2019	1964-09-30	(Decimal('52.624722'), Decimal('50.072976'))	Ethan Shaffer	watsonvictor@yahoo.com		vcain
	2535	863033069630348305	Thornton, Farmer and Diaz	305-64-1456	2019/04/19	1982-07-28	(Decimal('-25.380248'), Decimal('9.198435'))	Madison Flores	gmiddleton@gmail.com		kyleperez
"PSC 1947, Box 9538
APO AP 52399"	1221	863033069630348305	Jackson-Ross	043-35-0937	2019/03/19	1962-11-28	(Decimal('42.2955295'), Decimal('-12.176593'))	Jeff Carey	lisa17@hotmail.com		derrick03
	1731	3590433799317661404	White-Barrett	121-12-7848	08/17/2024, 00:00:00	1908-10-25	(Decimal('-61.165227'), Decimal('13.525839'))	Erin Ward	jonesrobert@yahoo.com		janetbrown
	2009	863033069630348354	Adkins Inc	047-56-5909	2021/11/08	1964-05-24	(Decimal('-14.7084705'), Decimal('-119.855355'))	Chad Robinson	joseph11@yahoo.com		wrightjonathan
	1625	3590433799317662360	Kane-Adams	203-17-7033	02 Jan 2018		(Decimal('-51.392711'), Decimal('-26.923578'))	Taylor Byrd	zgonzalez@gmail.com		brookeyoung
	1477	8630330696303481735	Zimmerman-Pena	745-33-9601	18 Feb 2023	1963-07-12	(Decimal('10.333379'), Decimal('-111.070074'))	Morgan Wilson	muellermelissa@hotmail.com		edward91
"437 Carr Underpass
North Amymouth, LA 27550"	786	863033069630348669	Davis-Clarke	200-79-3876	02 Feb 2024		(Decimal('-40.282716'), Decimal('146.995137'))	Amy Davis	cervanteskatherine@gmail.com	Accounting technician	youngjeremy
	2501	863033069630348271	Rodriguez, Farmer and Johnson	121-14-4473	28 Aug 2021		(Decimal('78.604963'), Decimal('-67.085339'))	Antonio Fox	westchad@hotmail.com		kristina38
"USNS Butler
FPO AA 46831"	2087	863033069630348271	Khan Inc	174-44-7252	08/12/2018, 00:00:00	1918-04-07	(Decimal('-33.235877'), Decimal('57.971173'))	William Stevens III	xweeks@yahoo.com		davidhernandez
	596	8630330696303481651	Zhang Ltd	650-29-5600	02 Jan 2024		(Decimal('11.2207285'), Decimal('-98.185496'))	Christopher Zhang MD	robin04@hotmail.com		johnjohnson
	476	8630330696303481727	Colon-Bennett	826-05-2832	2019-06-09		(Decimal('31.2831465'), Decimal('-108.836821'))	Kristine Sanchez	jadeduffy@gmail.com		jenniferromero
	2312	8630330696303482493	Cox-Cobb	279-07-3648	2019/10/05	1992-05-01	(Decimal('-62.8415485'), Decimal('-27.433623'))	Kaitlyn Allison	heatherlewis@gmail.com	Consulting civil engineer	carlwade
"2038 Newman Park Apt. 894
Castilloberg, LA 47652"	885	863033069630348073	Harris-Anderson	493-20-3271	19 May 2021			Charles Thompson	rhernandez@hotmail.com	Dealer	vturner
	958	8630330696303481479	Bishop-Price	227-27-2470	09/29/2022, 00:00:00		(Decimal('-27.1921665'), Decimal('-12.506943'))	Joseph Bell	fjackson@hotmail.com		emily15
	1873	359043379931766361	King, Carter and Lewis	624-46-5076	2020/05/09		(Decimal('3.686852'), Decimal('-148.946026'))	Mitchell Thompson	brandywarren@hotmail.com	Lawyer	tyoung
	1926	3590433799317661966	Williams and Sons	833-31-4810	06 Sep 2020	1909-10-29	(Decimal('-23.8147795'), Decimal('102.929432'))	Tracy Lopez	martinrebecca@yahoo.com		david37
	249	359043379931766445	Dunn-Miranda	274-79-8768	05/05/2021, 00:00:00	2021-03-09	(Decimal('-8.2810135'), Decimal('66.772987'))	Misty Mcdowell	tommygomez@yahoo.com		amanda50
"20607 Oneal Falls
Port Tracyview, PA 57356"	1302	863033069630348677	Clayton, Gutierrez and Hughes	409-49-6473	12 Jan 2020	2017-08-26		Lori Graham	carlwang@gmail.com		wramos
	1155	8630330696303481511	Knight Group	403-51-9278	06/16/2024, 00:00:00		(Decimal('85.6101125'), Decimal('-76.768174'))	William Curry MD	rogersmichelle@hotmail.com		scottdavis
	1201	8630330696303481941	Russell LLC	829-57-0383	01/24/2020, 00:00:00	1954-12-13	(Decimal('-12.908919'), Decimal('53.820340'))	Erin Lowe	mary49@yahoo.com		brownjohn
	1226	863033069630348412	Rogers Ltd	201-04-7543	01/16/2024, 00:00:00		(Decimal('6.1353555'), Decimal('129.005139'))	Adam Dominguez	ejackson@gmail.com		lesliemcmahon
	105	863033069630348685	Moore, Garcia and Clay	643-91-2321	2020/03/06		(Decimal('-72.917670'), Decimal('45.608426'))	Michael Rowland	richardwhite@hotmail.com	Engineer, biomedical	alexandersteven
	2535	3590433799317661529	Lopez-Wilson	539-73-1636	2022-03-17	2017-10-02	(Decimal('-71.191377'), Decimal('-46.176769'))	Christopher Ashley	robert76@gmail.com		georgemarquez
	1565	863033069630348867	Gutierrez-Hardy	712-48-8977	2024-01-25		(Decimal('-5.195641'), Decimal('81.977168'))	Susan Johnson DDS	wliu@gmail.com		vnunez
	1368	3590433799317661339	Hester-Lucas	858-68-4609	10/01/2018, 00:00:00	1911-11-20	(Decimal('8.043516'), Decimal('-101.139216'))	Desiree Cortez	brittanyhodges@gmail.com		iclements
	489	359043379931766239	Walsh Group	386-85-1765	01/28/2020, 00:00:00		(Decimal('-77.1035575'), Decimal('168.783714'))	Craig Carlson DVM	icortez@gmail.com	Producer, television/film/video	jyoung
	1705	8630330696303481255	Martinez Ltd	823-46-8002	2021/08/13		(Decimal('47.1872285'), Decimal('-23.860288'))	James Gonzalez	brianawolf@hotmail.com		malloryewing
	888	359043379931766346	Hudson Inc	196-71-5740	2023-05-24		(Decimal('66.1026735'), Decimal('-18.184094'))	Melissa Madden	mayorichard@hotmail.com	Scientist, research (medical)	nicholas71
	1104	8630330696303481867	Glenn, Hodges and Weiss	372-91-9568	11 Aug 2022		(Decimal('-69.7405595'), Decimal('105.038169'))	Adrian Johnston	robert36@hotmail.com	Copywriter, advertising	jamesreyes
	1207	359043379931766965	Kelley-Hanson	765-90-2478	2017/10/06		(Decimal('-49.381708'), Decimal('56.904948'))	Carol Santana	andersonbrian@hotmail.com		jacob59
	734	8630330696303481941	Snyder Inc	277-35-5035	2022-01-10	1976-03-08	(Decimal('46.419566'), Decimal('173.449571'))	Mary Bradley	rebeccagarcia@gmail.com		timothyriley
"854 Cowan Court Apt. 526
West Shanemouth, PA 62984"	159	359043379931766155	Anderson-Frey	552-75-5160	2018-04-25		(Decimal('63.3694695'), Decimal('79.965451'))	Edward Craig	thompsonamy@hotmail.com	Production designer, theatre/television/film	vargaschristina
"6152 Jennifer Drive Suite 538
Stewartland, WA 14495"	761	359043379931766007	Valentine, Ross and Butler	523-70-6222	17 Oct 2022	2014-02-16	(Decimal('-35.4783225'), Decimal('-37.637667'))	William Cervantes	bennettjustin@yahoo.com	Designer, interior/spatial	tvazquez
"1868 Christina Villages Suite 793
North Brianview, AL 19650"	1724	8630330696303481149	Harris Ltd	770-08-6537	2023-09-27	1957-09-24	(Decimal('-12.8813445'), Decimal('134.807843'))	Thomas Lee	craig85@hotmail.com		loganalexis
"9102 English Light Apt. 352
North Kayleeberg, WV 97633"	46	359043379931766106	Chavez-Wright	300-44-2307	17 Feb 2024	1911-07-11	(Decimal('6.242276'), Decimal('80.148787'))	Stanley Hooper	tylerhoward@gmail.com		michellechristensen
	1057	3590433799317661305	Jackson Group	836-57-9737	2023/05/17	1909-10-21	(Decimal('-65.561540'), Decimal('-147.279522'))	Gerald Mcmillan	bryan20@gmail.com		amandaalexander
	634	359043379931766973	Harper-Jackson	320-46-1184	05/30/2019, 00:00:00		(Decimal('42.5378925'), Decimal('-153.980028'))	John Velez	eric93@yahoo.com	Engineer, manufacturing	faiththompson
	676	8630330696303481032	Perez-Hernandez	273-07-4758	05/05/2020, 00:00:00	1965-04-10	(Decimal('1.3741725'), Decimal('175.776521'))	Ashley Gardner	jacobgray@yahoo.com	Health visitor	whartman
	1703	359043379931766858	Barnes, Solomon and Goodman	567-15-4413	2018-09-05	1969-05-18		Mark Floyd	kimberly49@gmail.com	Scientific laboratory technician	gibbsandres
"4093 Warren Ridge Suite 355
Jonesmouth, MH 79163"	2189	863033069630348784	Johnson-Lowery	242-95-8094	08 Jul 2020		(Decimal('55.0954885'), Decimal('116.111426'))	Mary Jones	cherylgray@hotmail.com		rhonda54
	1086	359043379931766288	Chapman-Sparks	165-29-5691	2021-08-31		(Decimal('-78.8807845'), Decimal('-82.371961'))	Madison Lang MD	philipfleming@gmail.com		bmartin
	1440	359043379931766692	Thompson and Sons	273-08-0592	2019-09-19		(Decimal('57.674994'), Decimal('-15.518203'))	Desiree Peck	catherine76@yahoo.com		brianna86
	1161	3590433799317662147	Rivera-Brown	369-62-6683	29 Oct 2021	2000-02-11	(Decimal('87.738190'), Decimal('-134.641327'))	Christopher Rosales	tyronestark@hotmail.com		matthew86
	1446	3590433799317661537	Peters-Munoz	047-55-5020	25 Mar 2024	2004-11-26	(Decimal('7.751862'), Decimal('41.057075'))	Jennifer Fernandez	johnsonvictoria@hotmail.com		michael99
"PSC 0780, Box 8037
APO AE 43431"	2033	3590433799317661404	Wilkinson-Anderson	573-87-1887	2019/07/03	2010-12-27	(Decimal('-88.054689'), Decimal('165.491565'))	Julia Young	brady36@yahoo.com	Professor Emeritus	ambermendoza
"28269 Clements Point Suite 836
South Katie, SD 73339"	1188	8630330696303481685	Davis-Rivera	629-77-8815	05 Jun 2023		(Decimal('-70.0700025'), Decimal('-122.016522'))	Amanda Ward	kathryn62@hotmail.com	Scientist, clinical (histocompatibility and immunogenetics)	cruzshannon
	938	8630330696303481370	Lane, Anderson and Daniel	184-29-4461	2019/10/05		(Decimal('14.238422'), Decimal('168.757180'))	Amanda Terry	simmonsjames@gmail.com		phillip57
"632 Raymond Fields Suite 165
South Joseph, VT 19237"	1685	359043379931766510	Ford, Thompson and Sweeney	021-54-3242	15 Feb 2018		(Decimal('-70.6248875'), Decimal('52.101680'))	Amanda Price	seanroy@hotmail.com		donna52
	562	359043379931766023	Martinez-Mata	183-34-7258	2024/07/06	1923-10-20		Jeffrey Mahoney Jr.	kennethwilliams@gmail.com		kimberlysmith
	1642	863033069630348818	Chapman Ltd	544-78-0430	07/16/2019, 00:00:00	1916-03-16	(Decimal('-37.2773745'), Decimal('-8.930863'))	Helen Todd	john56@hotmail.com	Lawyer	monica88
"PSC 8250, Box 3229
APO AA 07639"	2151	3590433799317661321	Wheeler-Hoover	143-93-5960	2021/10/15		(Decimal('18.440450'), Decimal('-70.339376'))	Rebecca Anthony	juan00@hotmail.com		dustinoneal
"7521 Jennifer Summit
South Sean, AL 46181"	1886	359043379931766270	Chung-Jones	352-65-2675	2023/07/12		(Decimal('-25.4242285'), Decimal('-105.549624'))	Jamie Dean	jim95@hotmail.com		nichole96
	908	863033069630348818	Mcgee-Harper	428-74-8786	04/18/2018, 00:00:00	1973-04-22	(Decimal('7.3949925'), Decimal('19.040326'))	Dustin Martinez	benjamin32@gmail.com		amymorris
	1439	3590433799317661032	Miller Inc	073-36-2902	2021-09-06		(Decimal('36.073351'), Decimal('179.102722'))	Terry Johnson	michealsmith@gmail.com		stephen40
"556 Lisa Rapid Suite 051
South Christophershire, DC 80049"	5	359043379931766783	Clark, Cooper and Jackson	705-59-8677	2020/12/15	1910-10-25	(Decimal('82.891227'), Decimal('-45.160801'))	Aaron Dean	ydunn@hotmail.com		omiller
	1016	359043379931766064	Rasmussen and Sons	408-30-0853	04 Mar 2023	2015-05-07	(Decimal('17.8879195'), Decimal('26.125661'))	Karen Ingram	joel91@gmail.com	IT consultant	waltonrobin
"45494 Ross Fort
Davidberg, CO 18877"	1983	863033069630348743	Huff Inc	316-75-0987	10 Sep 2022		(Decimal('-15.9050095'), Decimal('114.754729'))	Sheri Morales	eric15@yahoo.com	Trade mark attorney	hernandezjessica
	787	8630330696303481354	Bowman, Johnson and Johnson	075-59-7573	2022-12-20		(Decimal('-3.2075585'), Decimal('-4.664985'))	Glenn Mueller	jaysims@hotmail.com		nathanieljackson
	1099	359043379931766353	Pennington-Edwards	196-24-7164	2017/12/18		(Decimal('13.250579'), Decimal('10.148017'))	Jordan Deleon	garrettlawrence@gmail.com		valdezjohn
	1727	3590433799317661537	Long-Lee	345-86-9859	12 Mar 2022	1972-05-22	(Decimal('24.015413'), Decimal('-111.933903'))	Michelle Wolf	tamarabenson@gmail.com	Freight forwarder	gary62
	1781	8630330696303482444	Jackson LLC	400-67-3525	2023/03/08	1982-09-24	(Decimal('-70.7817255'), Decimal('-174.967303'))	Jodi Brown	tonya75@gmail.com		mathew35
	159	359043379931766841	Diaz Inc	408-09-5253	01/20/2021, 00:00:00		(Decimal('68.923629'), Decimal('-1.568897'))	David Williams	donaldhawkins@yahoo.com	Trading standards officer	janetwalker
"680 Lauren Shoal
Fosterland, AR 36772"	1497	863033069630348685	Brooks LLC	332-25-2754	2018/07/09		(Decimal('-88.107554'), Decimal('93.974739'))	Fernando Miranda	xmclaughlin@hotmail.com		ubyrd
	1179	8630330696303481172	Stanley-Pitts	394-75-6254	2018-12-28	1938-01-09	(Decimal('87.793705'), Decimal('36.304963'))	Michael Holland	combsmichael@hotmail.com		mistythomas
	1089	359043379931766239	Ferguson LLC	557-62-9302	03/17/2022, 00:00:00	2005-06-23	(Decimal('-52.3117445'), Decimal('33.980965'))	Sally Miller	amata@gmail.com		suttonkendra
	566	8630330696303481453	Booth, Horton and Fuller	828-84-3661	03 Jul 2018		(Decimal('51.0131595'), Decimal('100.548276'))	Jamie Gardner	thomasmclean@hotmail.com		jason01
	821	359043379931766080	Copeland and Sons	307-64-1820	05/31/2020, 00:00:00	1929-04-03	(Decimal('62.1200185'), Decimal('129.935827'))	Michael Morris	jonathon58@gmail.com	Surveyor, land/geomatics	christopherbanks
"7306 Jacobs Lodge
Reidville, NY 85535"	453	3590433799317661032	Hendricks-Espinoza	258-44-4153	2024-01-12	1964-02-19	(Decimal('-60.575697'), Decimal('124.055895'))	Heather Smith	carol74@gmail.com		hallmark
"784 Arthur Plain Apt. 210
West Samantha, FL 77819"	1927	359043379931766239	Smith-Pena	545-68-2094	21 Mar 2023	2005-08-06	(Decimal('-89.234095'), Decimal('-159.153126'))	Steven Campbell	campbelltravis@yahoo.com		vkerr
